case_id,decline_reason,payment_method,amount,retry_attempt_number,previous_retries_on_this_case,days_since_last_failure,day_of_month,hour_of_day,is_salary_window,customer_historical_success_rate,customer_tenure_days,is_subscription,recovered
case_0646,bank_timeout,netbanking,198.96,2,1,7,12,16,False,0.7418,1281,True,True
case_0647,generic_decline,upi,1452.13,2,1,5,8,0,False,0.7793,324,False,True
case_0648,auth_required,netbanking,1393.88,2,1,6,2,19,True,0.5695,1338,True,True
case_0649,insufficient_funds,card,1855.55,2,1,10,8,1,False,0.8004,73,True,True
case_0650,generic_decline,netbanking,2142.15,3,2,7,9,4,False,0.7972,979,True,False
case_0651,insufficient_funds,upi,1144.8,2,1,6,22,21,False,0.6519,881,True,True
case_0652,insufficient_funds,card,176.67,4,3,5,11,6,False,0.5677,1099,True,True
case_0653,generic_decline,card,1360.04,1,0,0,12,10,False,0.9494,1347,True,True
case_0654,bank_timeout,upi,1115.34,2,1,5,15,7,False,0.9264,1079,False,True
case_0655,insufficient_funds,upi,138.42,2,1,1,30,6,True,0.8638,291,True,True
case_0656,generic_decline,netbanking,2901.15,1,0,0,9,8,False,0.9315,787,True,False
case_0657,insufficient_funds,upi,1316.57,1,0,4,18,1,False,0.7948,538,False,True
case_0658,insufficient_funds,card,2155.76,1,0,6,30,23,True,0.6675,1096,True,True
case_0659,bank_timeout,upi,300.72,4,3,2,9,0,False,0.792,1261,True,True
case_0660,bank_timeout,netbanking,2466.6,1,0,4,22,18,False,0.7418,956,True,True
case_0661,bank_timeout,upi,650.93,3,2,8,31,10,True,0.8003,261,True,True
case_0662,bank_timeout,upi,753.2,2,1,2,17,21,False,0.2327,1464,False,True
case_0663,auth_required,netbanking,689.84,1,0,1,17,2,False,0.8436,1395,True,False
case_0664,insufficient_funds,upi,838.45,3,2,5,29,13,True,0.7177,92,True,True
case_0665,insufficient_funds,upi,517.33,2,1,9,12,22,False,0.1708,1330,True,True
case_0666,insufficient_funds,upi,3350.27,2,1,8,14,23,False,0.4774,1351,True,True
case_0667,auth_required,card,920.75,3,2,5,15,7,False,0.8025,1148,True,False
case_0668,bank_timeout,upi,1756.72,1,0,9,30,4,True,0.8023,534,True,True
case_0669,insufficient_funds,upi,1679.38,3,2,3,29,5,True,0.5308,963,True,True
case_0670,insufficient_funds,card,2087.81,4,3,2,28,16,True,0.9035,495,True,True
case_0671,expired_card,card,105.15,1,0,5,30,14,True,0.8476,276,True,False
case_0672,auth_required,card,130.31,1,0,0,19,18,False,0.8273,1205,True,False
case_0673,bank_timeout,upi,301.36,2,1,6,11,9,False,0.9669,1498,True,True
case_0674,bank_timeout,upi,794.92,1,0,1,9,9,False,0.6589,475,True,True
case_0675,auth_required,netbanking,6084.68,4,3,8,26,17,False,0.8247,1170,True,False
case_0676,insufficient_funds,netbanking,1251.51,2,1,1,29,14,True,0.8944,162,True,True
case_0677,insufficient_funds,upi,220.18,2,1,1,23,22,False,0.9185,1354,False,True
case_0678,bank_timeout,upi,1370.73,2,1,3,7,21,False,0.5474,407,True,True
case_0679,generic_decline,upi,344.57,2,1,2,14,1,False,0.8873,1087,True,True
case_0680,insufficient_funds,upi,1365.55,2,1,10,20,12,False,0.9187,589,True,True
case_0681,insufficient_funds,upi,3208.54,1,0,6,5,22,False,0.779,481,True,True
case_0682,auth_required,card,627.27,2,1,5,22,8,False,0.797,550,True,True
case_0683,insufficient_funds,upi,1248.21,2,1,10,31,3,True,0.2918,44,False,True
case_0684,expired_card,card,5474.33,2,1,10,17,1,False,0.6799,331,False,False
case_0685,generic_decline,netbanking,1071.06,4,3,1,13,16,False,0.9256,1410,True,False
case_0686,generic_decline,card,935.13,1,0,4,3,2,True,0.8475,1110,True,True
case_0687,generic_decline,upi,486.31,1,0,8,1,23,True,0.8173,456,False,False
case_0688,expired_card,card,555.63,1,0,0,24,15,False,0.911,51,True,False
case_0689,bank_timeout,netbanking,398.74,4,3,1,6,17,False,0.4111,1161,True,True
case_0690,insufficient_funds,card,3730.78,3,2,0,23,10,False,0.6648,1001,True,True
case_0691,insufficient_funds,card,152.47,4,3,1,14,3,False,0.887,341,True,False
case_0692,expired_card,card,764.17,2,1,8,5,15,False,0.8586,603,True,False
case_0693,insufficient_funds,netbanking,545.02,1,0,10,26,6,False,0.8945,677,False,False
case_0694,insufficient_funds,upi,726.62,3,2,0,14,10,False,0.9854,409,True,True
case_0695,insufficient_funds,upi,1427.39,2,1,3,21,11,False,0.5703,826,False,False
case_0696,insufficient_funds,upi,1800.38,1,0,3,6,8,False,0.6099,677,True,False
case_0697,mandate_revoked,upi,206.11,1,0,0,7,7,False,0.9296,663,True,False
case_0698,auth_required,card,241.76,2,1,4,25,16,False,0.8305,639,False,True
case_0699,bank_timeout,upi,1705.55,1,0,2,18,13,False,0.9328,1336,True,True
case_0700,insufficient_funds,card,2704.12,2,1,3,18,19,False,0.2274,1201,True,True
case_0701,insufficient_funds,netbanking,746.87,1,0,7,2,12,True,0.5615,63,False,False
case_0702,bank_timeout,upi,775.79,2,1,10,26,17,False,0.6407,363,False,True
case_0703,auth_required,card,727.98,1,0,8,28,8,True,0.6072,649,False,True
case_0704,generic_decline,upi,702.4,1,0,10,14,12,False,0.6349,1493,True,True
case_0705,bank_timeout,netbanking,306.1,3,2,0,9,9,False,0.8865,1284,False,False
case_0706,insufficient_funds,upi,1790.08,1,0,3,27,9,False,0.8026,636,True,False
case_0707,insufficient_funds,upi,979.91,3,2,2,9,9,False,0.687,1315,True,False
case_0708,insufficient_funds,netbanking,1595.02,2,1,2,19,17,False,0.657,425,True,False
case_0709,generic_decline,upi,484.44,1,0,4,30,1,True,0.923,763,True,False
case_0710,insufficient_funds,upi,852.72,1,0,0,14,5,False,0.8713,334,True,False
case_0711,auth_required,card,382.15,1,0,3,24,8,False,0.8256,480,True,False
case_0712,insufficient_funds,card,577.22,4,3,6,1,18,True,0.6409,1074,True,False
case_0713,insufficient_funds,upi,9061.48,1,0,2,15,11,False,0.8816,630,True,True
case_0714,insufficient_funds,upi,495.26,2,1,5,16,0,False,0.7092,968,True,False
case_0715,generic_decline,upi,2581.0,1,0,5,27,9,False,0.8465,1372,True,False
case_0716,bank_timeout,netbanking,2706.63,1,0,5,27,16,False,0.9425,1024,True,True
case_0717,insufficient_funds,card,464.85,1,0,7,9,1,False,0.1807,953,False,True
case_0718,bank_timeout,upi,1251.03,3,2,2,5,10,False,0.7602,823,True,True
case_0719,generic_decline,upi,1791.73,2,1,7,11,22,False,0.5413,164,True,False
case_0720,bank_timeout,upi,142.36,3,2,7,2,13,True,0.6135,1228,True,True
case_0721,insufficient_funds,card,520.85,1,0,0,11,14,False,0.855,1096,True,False
case_0722,insufficient_funds,upi,772.88,4,3,9,30,7,True,0.8386,157,True,True
case_0723,generic_decline,card,2139.82,2,1,5,24,20,False,0.6264,163,False,False
case_0724,insufficient_funds,upi,1703.42,1,0,8,28,17,True,0.7875,895,True,True
case_0725,bank_timeout,upi,568.11,1,0,0,7,13,False,0.8506,1301,True,False
case_0726,insufficient_funds,upi,1259.41,1,0,9,19,14,False,0.8047,703,True,True
case_0727,insufficient_funds,card,1262.46,2,1,4,2,12,True,0.7963,171,True,False
case_0728,insufficient_funds,upi,3462.79,2,1,0,20,4,False,0.8307,582,True,True
case_0729,expired_card,card,228.16,1,0,3,4,6,False,0.5268,822,True,False
case_0730,expired_card,card,301.2,3,2,10,22,3,False,0.1966,1014,True,False
case_0731,insufficient_funds,netbanking,845.94,3,2,7,6,20,False,0.6961,387,True,False
case_0732,bank_timeout,card,937.52,2,1,6,11,0,False,0.5888,47,True,False
case_0733,bank_timeout,card,1229.91,1,0,3,16,5,False,0.2311,502,True,True
case_0734,insufficient_funds,upi,583.26,2,1,9,28,10,True,0.2623,1065,False,False
case_0735,insufficient_funds,upi,814.88,3,2,10,23,17,False,0.8507,1486,True,True
case_0736,bank_timeout,netbanking,574.41,1,0,1,5,3,False,0.6897,751,True,True
case_0737,generic_decline,upi,2584.29,1,0,7,25,7,False,0.5636,1164,True,True
case_0738,bank_timeout,upi,1880.53,3,2,9,23,11,False,0.8241,1424,True,True
case_0739,insufficient_funds,upi,1817.92,1,0,0,12,8,False,0.8546,349,False,True
case_0740,bank_timeout,netbanking,344.03,1,0,7,6,20,False,0.2705,133,True,True
case_0741,insufficient_funds,card,1234.67,1,0,7,30,18,True,0.3022,468,True,True
case_0742,bank_timeout,card,253.51,2,1,4,31,17,True,0.8005,525,True,True
case_0743,auth_required,card,800.72,4,3,4,9,17,False,0.917,1071,True,True
case_0744,generic_decline,card,517.63,1,0,0,26,10,False,0.9043,1111,True,False
case_0745,insufficient_funds,upi,2944.31,1,0,10,19,6,False,0.9969,1232,True,True
case_0746,bank_timeout,upi,400.52,2,1,4,8,17,False,0.7617,374,True,True
case_0747,insufficient_funds,upi,2158.56,1,0,7,21,10,False,0.9475,630,True,True
case_0748,insufficient_funds,upi,1317.2,2,1,9,5,21,False,0.8535,1357,True,False
case_0749,bank_timeout,netbanking,1025.09,4,3,7,12,9,False,0.6086,872,True,True
case_0750,expired_card,card,445.57,1,0,10,15,4,False,0.7182,604,False,True
case_0751,insufficient_funds,upi,803.59,2,1,7,4,8,False,0.5147,1447,True,True
case_0752,insufficient_funds,upi,180.44,2,1,4,12,17,False,0.526,1208,True,True
case_0753,insufficient_funds,upi,949.7,2,1,4,1,22,True,0.7504,740,False,True
case_0754,insufficient_funds,upi,447.07,2,1,5,22,6,False,0.1322,997,True,False
case_0755,mandate_revoked,upi,100.0,4,3,5,16,17,False,0.9246,1144,True,False
case_0756,auth_required,card,272.86,4,3,9,7,20,False,0.8945,312,True,True
case_0757,insufficient_funds,upi,498.45,1,0,0,19,12,False,0.9843,309,True,True
case_0758,insufficient_funds,upi,188.68,2,1,9,29,11,True,0.2243,142,True,True
case_0759,insufficient_funds,upi,475.22,4,3,3,1,11,True,0.8796,428,True,True
case_0760,insufficient_funds,upi,1246.12,3,2,1,17,5,False,0.1893,392,True,True
case_0761,insufficient_funds,upi,1046.02,1,0,6,31,12,True,0.126,1336,True,False
case_0762,bank_timeout,upi,849.71,2,1,4,21,23,False,0.0532,963,True,True
case_0763,auth_required,card,471.03,1,0,2,30,5,True,0.5913,225,True,True
case_0764,insufficient_funds,upi,1758.77,3,2,9,1,10,True,0.952,835,True,True
case_0765,bank_timeout,upi,6070.87,1,0,1,31,3,True,0.7411,638,True,False
case_0766,insufficient_funds,upi,1074.83,4,3,10,4,22,False,0.9145,266,False,True
case_0767,generic_decline,card,698.8,1,0,4,24,5,False,0.657,1183,False,True
case_0768,insufficient_funds,upi,3035.13,1,0,0,29,23,True,0.7472,488,True,True
case_0769,bank_timeout,upi,285.67,2,1,7,15,6,False,0.8643,691,True,False
case_0770,auth_required,card,270.46,2,1,10,22,3,False,0.3084,53,False,True
case_0771,insufficient_funds,upi,438.76,3,2,4,14,14,False,0.7573,1047,True,False
case_0772,insufficient_funds,card,709.83,1,0,9,19,4,False,0.2951,1088,True,True
case_0773,bank_timeout,card,1222.95,2,1,8,14,19,False,0.09,976,True,True
case_0774,insufficient_funds,upi,7017.14,2,1,4,30,6,True,0.8026,497,True,True
case_0775,bank_timeout,upi,613.83,4,3,2,4,12,False,0.8937,565,True,True
case_0776,insufficient_funds,upi,1511.13,2,1,7,22,7,False,0.8052,1475,True,True
case_0777,insufficient_funds,netbanking,1931.01,2,1,7,8,9,False,0.7803,1013,False,False
case_0778,bank_timeout,card,1731.71,1,0,4,21,8,False,0.9187,498,True,True
case_0779,insufficient_funds,netbanking,1451.01,2,1,9,20,12,False,0.6433,1179,True,False
case_0780,bank_timeout,netbanking,356.41,2,1,6,24,22,False,0.8193,77,False,False
case_0781,generic_decline,card,2833.51,1,0,5,10,3,False,0.3219,510,True,False
case_0782,generic_decline,card,1082.22,3,2,2,18,6,False,0.8229,353,False,False
case_0783,bank_timeout,netbanking,1253.31,3,2,1,3,23,True,0.8683,543,False,True
case_0784,insufficient_funds,upi,515.88,1,0,2,1,10,True,0.7015,1147,True,True
case_0785,insufficient_funds,upi,199.51,1,0,4,23,4,False,0.795,602,True,False
case_0786,insufficient_funds,card,309.9,1,0,2,9,21,False,0.838,902,True,False
case_0787,insufficient_funds,upi,242.85,1,0,8,7,18,False,0.8067,793,True,False
case_0788,auth_required,card,295.07,1,0,3,18,10,False,0.9168,264,True,False
case_0789,generic_decline,card,3400.97,1,0,5,23,22,False,0.8011,109,True,True
case_0790,insufficient_funds,netbanking,2516.15,1,0,7,21,17,False,0.8899,134,False,True
case_0791,expired_card,card,411.2,3,2,2,7,12,False,0.8186,1041,False,False
case_0792,generic_decline,upi,517.71,1,0,9,23,1,False,0.8252,399,True,False
case_0793,insufficient_funds,upi,482.26,1,0,1,31,3,True,0.6617,972,True,True
case_0794,insufficient_funds,card,384.22,3,2,7,6,2,False,0.6269,926,True,True
case_0795,bank_timeout,card,2019.2,1,0,8,1,0,True,0.7043,143,False,True
case_0796,insufficient_funds,upi,1231.35,1,0,10,20,4,False,0.4608,1040,True,False
case_0797,insufficient_funds,upi,7082.66,3,2,4,4,9,False,0.6435,691,False,False
case_0798,insufficient_funds,upi,514.08,1,0,8,11,2,False,0.6843,86,True,False
case_0799,auth_required,netbanking,571.06,1,0,8,22,2,False,0.8031,1119,True,True
case_0800,generic_decline,upi,170.77,2,1,6,13,13,False,0.8574,589,True,False
